任务ID;昵称;描述;任务icon;任务行为;行为指数;任务奖励包;下一个任务;是否是入口任务;任务类型;活动任务开始时间;活动任务结束时间;是否处于调试中;主任务
28353;【活动】降临前夕;降临前夕    使用道德天尊获得3次胜利;210401;104;3;2990019;;1;4;2019-05-02;2019-05-03;0;
28354;【活动】降临前夕;降临前夕    使用毗湿奴获得3次胜利;210501;121;3;2990019;;1;4;2019-05-03;2019-05-04;0;
28355;【活动】降临前夕;降临前夕    使用拉获得3次胜利;210601;122;3;2990019;;1;4;2019-05-04;2019-05-05;0;
28356;【活动】降临前夕;降临前夕    使用宙斯获得3次胜利;210602;123;3;2990019;;1;4;2019-05-05;2019-05-06;0;
28357;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;2980012;;1;4;2019-05-27;2019-05-28;0;
28358;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;2980012;;1;4;2019-05-28;2019-05-29;0;
28359;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;2980012;;1;4;2019-05-29;2019-05-30;0;
28360;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;2980012;;1;4;2019-05-30;2019-05-31;0;
28361;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;2980012;;1;4;2019-05-31;2019-06-01;0;
28362;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;2980012;;1;4;2019-06-01;2019-06-02;0;
28363;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;2980012;;1;4;2019-06-02;2019-06-03;0;
28364;【活动】天下大同;天下大同    使用天照获得3次胜利;210201;102;3;2980012;;1;4;2019-06-24;2019-06-25;0;
28365;【活动】天下大同;天下大同    使用奥丁获得3次胜利;210101;101;3;2980012;;1;4;2019-06-25;2019-06-26;0;
28366;【活动】天下大同;天下大同    使用伊米尔获得3次胜利;210301;103;3;2980012;;1;4;2019-06-26;2019-06-27;0;
28367;【活动】天下大同;天下大同    使用道德天尊获得3次胜利;210401;104;3;2980012;;1;4;2019-06-27;2019-06-28;0;
28368;【活动】天下大同;天下大同    使用毗湿奴获得3次胜利;210501;121;3;2980012;;1;4;2019-06-28;2019-06-29;0;
28369;【活动】天下大同;天下大同    使用拉获得3次胜利;210601;122;3;2980012;;1;4;2019-06-29;2019-06-30;0;
28370;【活动】天下大同;天下大同    使用宙斯获得3次胜利;210602;123;3;2980012;;1;4;2019-06-30;2019-07-01;0;
28371;【活动】梦境的日常;梦境的日常    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-07-15;2019-07-16;0;
28372;【活动】梦境的日常;梦境的日常    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-07-16;2019-07-17;0;
28373;【活动】梦境的日常;梦境的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2019-07-17;2019-07-18;0;
28374;【活动】梦境的日常;梦境的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2019-07-18;2019-07-19;0;
28375;【活动】梦境的日常;梦境的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2019-07-19;2019-07-20;0;
28376;【活动】梦境的日常;梦境的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2019-07-20;2019-07-21;0;
28377;【活动】梦境的日常;梦境的日常    使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2019-07-21;2019-07-22;0;
28378;【活动】夏日沙滩祭;夏日沙滩祭    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-07-23;2019-07-24;0;
28379;【活动】夏日沙滩祭;夏日沙滩祭    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-07-24;2019-07-25;0;
28380;【活动】夏日沙滩祭;夏日沙滩祭    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2019-07-25;2019-07-26;0;
28381;【活动】夏日沙滩祭;夏日沙滩祭    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2019-07-26;2019-07-27;0;
28382;【活动】夏日沙滩祭;夏日沙滩祭    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2019-07-27;2019-07-28;0;
28383;【活动】夏日沙滩祭;夏日沙滩祭    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2019-07-28;2019-07-29;0;
28384;【活动】夏日沙滩祭;夏日沙滩祭    使用宙斯获得3次胜利;210602;123;3;1000051;;1;4;2019-07-29;2019-07-30;0;
28385;【活动】和平的日常;和平的日常    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-08-06;2019-08-07;0;
28386;【活动】和平的日常;和平的日常    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-08-07;2019-08-08;0;
28387;【活动】和平的日常;和平的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2019-08-08;2019-08-09;0;
28388;【活动】和平的日常;和平的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2019-08-09;2019-08-10;0;
28389;【活动】和平的日常;和平的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2019-08-10;2019-08-11;0;
28390;【活动】和平的日常;和平的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2019-08-11;2019-08-12;0;
28391;【活动】和平的日常;和平的日常    使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2019-08-12;2019-08-13;0;
28392;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-09-10;2019-09-11;0;
28393;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-09-11;2019-09-12;0;
28394;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2019-09-12;2019-09-13;0;
28395;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2019-09-13;2019-09-14;0;
28396;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2019-09-14;2019-09-15;0;
28397;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2019-09-15;2019-09-16;0;
28398;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;1100035;;1;4;2019-09-16;2019-09-17;0;
28399;【活动】和平的日常;和平的日常    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-10-15;2019-10-16;0;
28400;【活动】和平的日常;和平的日常    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-10-16;2019-10-17;0;
28401;【活动】和平的日常;和平的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2019-10-17;2019-10-18;0;
28402;【活动】和平的日常;和平的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2019-10-18;2019-10-19;0;
28403;【活动】和平的日常;和平的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2019-10-19;2019-10-20;0;
28404;【活动】和平的日常;和平的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2019-10-20;2019-10-21;0;
28405;【活动】和平的日常;和平的日常    使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2019-10-21;2019-10-22;0;
28406;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-11-12;2019-11-13;0;
28407;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-11-13;2019-11-14;0;
28408;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2019-11-14;2019-11-15;0;
28409;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2019-11-15;2019-11-16;0;
28410;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2019-11-16;2019-11-17;0;
28411;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2019-11-17;2019-11-18;0;
28412;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2019-11-18;2019-11-19;0;
28413;【活动】和平的日常;和平的日常    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-12-10;2019-12-11;0;
28414;【活动】和平的日常;和平的日常    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-12-11;2019-12-12;0;
28415;【活动】和平的日常;和平的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2019-12-12;2019-12-13;0;
28416;【活动】和平的日常;和平的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2019-12-13;2019-12-14;0;
28417;【活动】和平的日常;和平的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2019-12-14;2019-12-15;0;
28418;【活动】和平的日常;和平的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2019-12-15;2019-12-16;0;
28419;【活动】和平的日常;和平的日常    使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2019-12-16;2019-12-17;0;
28420;【活动】欢庆元旦;欢庆元旦    使用天照获得3次胜利;210201;102;3;2990023;;1;4;2019-12-31;2020-01-01;0;
28421;【活动】欢庆元旦;欢庆元旦    使用奥丁获得3次胜利;210101;101;3;2990023;;1;4;2020-01-01;2020-01-02;0;
28422;【活动】欢庆元旦;欢庆元旦    使用伊米尔获得3次胜利;210301;103;3;2990023;;1;4;2020-01-02;2020-01-03;0;
28423;【活动】欢庆元旦;欢庆元旦    使用道德天尊获得3次胜利;210401;104;3;2990023;;1;4;2020-01-03;2020-01-04;0;
28424;【活动】欢庆元旦;欢庆元旦    使用毗湿奴获得3次胜利;210501;121;3;2990023;;1;4;2020-01-04;2020-01-05;0;
28425;【活动】欢庆元旦;欢庆元旦    使用拉获得3次胜利;210601;122;3;2990023;;1;4;2020-01-05;2020-01-06;0;
28426;【活动】欢庆元旦;欢庆元旦    使用宙斯获得3次胜利;210602;123;3;2990024;;1;4;2020-01-06;2020-01-07;0;
28427;【活动】和平的日常;和平的日常    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2020-02-18;2020-02-19;0;
28428;【活动】和平的日常;和平的日常    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2020-02-19;2020-02-20;0;
28429;【活动】和平的日常;和平的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2020-02-20;2020-02-21;0;
28430;【活动】和平的日常;和平的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2020-02-21;2020-02-22;0;
28431;【活动】和平的日常;和平的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2020-02-22;2020-02-23;0;
28432;【活动】和平的日常;和平的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2020-02-23;2020-02-24;0;
28433;【活动】和平的日常;和平的日常    使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2020-02-24;2020-02-25;0;
28434;【活动】邪魔退散！百毒不侵大作战！;邪魔退散！百毒不侵大作战！  累计完成5个每日活动任务;210701;666;5;2980011;;1;4;2020-02-25;2020-02-31;0;
28435;【活动】邪魔退散！百毒不侵大作战！;邪魔退散！百毒不侵大作战！  攻击击杀4个附属神;207401;3;4;2980011;;1;4;2020-02-25;2020-02-26;0;
28436;【活动】邪魔退散！百毒不侵大作战！;邪魔退散！百毒不侵大作战！  使用主神技能5次;200101;106;5;2980011;;1;4;2020-02-26;2020-02-27;0;
28437;【活动】邪魔退散！百毒不侵大作战！;邪魔退散！百毒不侵大作战！  使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2020-02-27;2020-02-28;0;
28438;【活动】邪魔退散！百毒不侵大作战！;邪魔退散！百毒不侵大作战！  使用20张神迹卡;200101;1;20;2980011;;1;4;2020-02-28;2020-02-29;0;
28439;【活动】邪魔退散！百毒不侵大作战！;邪魔退散！百毒不侵大作战！  使用10张弹幕卡;200101;2;10;2980011;;1;4;2020-02-29;2020-03-01;0;
28440;【活动】邪魔退散！百毒不侵大作战！;邪魔退散！百毒不侵大作战！  使用元始天尊获得3次胜利;210603;124;3;2980011;;1;4;2020-03-01;2020-03-02;0;
28441;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;945001;;1;4;2020-03-03;2020-03-04;0;
28442;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;945001;;1;4;2020-03-04;2020-03-05;0;
28443;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;945001;;1;4;2020-03-05;2020-03-06;0;
28444;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;945001;;1;4;2020-03-06;2020-03-07;0;
28445;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;945001;;1;4;2020-03-07;2020-03-08;0;
28446;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;945001;;1;4;2020-03-08;2020-03-09;0;
28447;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;945001;;1;4;2020-03-09;2020-03-10;0;
28448;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;945001;;1;4;2020-03-17;2020-03-18;0;
28449;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;945001;;1;4;2020-03-18;2020-03-19;0;
28450;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;945001;;1;4;2020-03-19;2020-03-20;0;
28451;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;945001;;1;4;2020-03-20;2020-03-21;0;
28452;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;945001;;1;4;2020-03-21;2020-03-22;0;
28453;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;945001;;1;4;2020-03-22;2020-03-23;0;
28454;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;945001;;1;4;2020-03-23;2020-03-24;0;
28455;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;945001;;1;4;2020-04-07;2020-04-08;0;
28456;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;945001;;1;4;2020-04-08;2020-04-09;0;
28457;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;945001;;1;4;2020-04-09;2020-04-10;0;
28458;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;945001;;1;4;2020-04-10;2020-04-11;0;
28459;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;945001;;1;4;2020-04-11;2020-04-12;0;
28460;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;945001;;1;4;2020-04-12;2020-04-13;0;
28461;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;945001;;1;4;2020-04-13;2020-04-14;0;
28462;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;945001;;1;4;2020-05-19;2020-05-20;0;
28463;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;945001;;1;4;2020-05-20;2020-05-21;0;
28464;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;945001;;1;4;2020-05-21;2020-05-22;0;
28465;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;945001;;1;4;2020-05-22;2020-05-23;0;
28466;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;945001;;1;4;2020-05-23;2020-05-24;0;
28467;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;945001;;1;4;2020-05-24;2020-05-25;0;
28468;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;945001;;1;4;2020-05-25;2020-05-26;0;
28469;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;945001;;1;4;2020-05-26;2020-05-27;0;
28470;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;945001;;1;4;2020-05-27;2020-05-28;0;
28471;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;945001;;1;4;2020-05-28;2020-05-29;0;
28472;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;945001;;1;4;2020-05-29;2020-05-30;0;
28473;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;945001;;1;4;2020-05-30;2020-05-31;0;
28474;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;945001;;1;4;2020-05-31;2020-06-01;0;
28475;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;945001;;1;4;2020-06-01;2020-06-02;0;
28476;【活动】平静的日常;平静的日常    累计完成10个每日活动任务;200601;666;10;2990019;;1;4;2020-06-16;2020-06-30;0;
28477;【活动】平静的日常;平静的日常    使用20张神迹卡;200101;1;20;2990019;;1;4;2020-06-17;2020-06-18;0;
28478;【活动】平静的日常;平静的日常    使用20张弹幕卡;200101;2;20;2990019;;1;4;2020-06-18;2020-06-19;0;
28479;【活动】平静的日常;平静的日常    攻击击杀4个附属神;207401;3;4;2990019;;1;4;2020-06-19;2020-06-20;0;
28480;【活动】平静的日常;平静的日常    使用主神技能5次;200101;106;5;2990019;;1;4;2020-06-20;2020-06-21;0;
28481;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;2990019;;1;4;2020-06-21;2020-06-22;0;
28482;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;2990019;;1;4;2020-06-22;2020-06-23;0;
28483;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;2990019;;1;4;2020-06-23;2020-06-24;0;
28484;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2020-06-24;2020-06-25;0;
28485;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2020-06-25;2020-06-26;0;
28486;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2020-06-26;2020-06-27;0;
28487;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2020-06-27;2020-06-28;0;
28488;【活动】平静的日常;平静的日常    取得2场天梯模式的胜利;207401;7;2;2980011;;1;4;2020-06-28;2020-06-29;0;
28489;【活动】平静的日常;平静的日常    战斗中驱散16个迷雾区域;210701;107;16;2980011;;1;4;2020-06-29;2020-06-30;0;
28490;【活动】新春庆典;累计取得30场胜利！    奖励：幻影与梦-庄周鹏之型;1000068;5;30;2990053;;1;4;2021-02-04;2021-02-25;0;
28491;【活动】辛丑十胜;获得10场争乱模式胜利！    奖励：“辛丑”头像框;1100072;65;10;2990054;;1;4;2021-02-12;2021-02-17;0;
28492;【活动】元宵月明;元宵月明    取得2场天梯模式的胜利;207401;7;2;2990019;;1;4;2021-02-25;2021-02-26;0;
28493;【活动】元宵月明;元宵月明    使用元始天尊获得3次胜利;210603;124;3;2990019;;1;4;2021-02-26;2021-02-27;0;
28494;【活动】元宵月明;元宵月明    使用20张神迹卡;200101;1;20;2990019;;1;4;2021-02-27;2021-02-28;0;
28495;【活动】元宵月明;元宵月明    使用10张弹幕卡;200101;2;10;2990019;;1;4;2021-02-28;2021-03-01;0;
28496;【活动】六一;六一    取得2场天梯模式的胜利;1100083;7;2;2990074;;1;4;2021-05-31;2021-06-03;0;
28497;【活动】巨蛇重临;巨蛇重临    累计完成4个每日活动任务;200601;666;4;2980011;;1;4;2021-06-11;2021-06-17;0;
28498;【活动】巨蛇重临;巨蛇重临    攻击击杀4个附属神;207401;3;4;2980011;;1;4;2021-06-12;2021-06-13;0;
28499;【活动】巨蛇重临;巨蛇重临    使用主神技能5次;200101;106;5;2980011;;1;4;2021-06-13;2021-06-14;0;
28500;【活动】巨蛇重临;巨蛇重临    战斗中驱散16个迷雾区域;210701;107;16;2980011;;1;4;2021-06-14;2021-06-15;0;
28501;【活动】巨蛇重临;巨蛇重临    使用20张神迹卡;200101;1;20;2980011;;1;4;2021-06-15;2021-06-16;0;
28502;【活动】巨蛇重临;巨蛇重临    使用20张弹幕卡;200101;2;20;2980011;;1;4;2021-06-16;2021-06-17;0;
28503;【活动】涅槃浴火;涅槃浴火    累计完成5个<color=#FFB200FF><i>每日限时任务</i></color>;200601;666;5;2990075;;1;4;2021-07-30;2021-08-07;0;
28504;【活动】涅槃浴火;<color=#FFB200FF><i>涅槃浴火</i></color><size=20>（每日限时任务）</size>    使用天照获得3次胜利;210201;102;3;2990016;;1;4;2021-07-30;2021-08-01;0;
28505;【活动】涅槃浴火;<color=#FFB200FF><i>涅槃浴火</i></color><size=20>（每日限时任务）</size>    使用奥丁获得3次胜利;210101;101;3;2990016;;1;4;2021-08-01;2021-08-02;0;
28506;【活动】涅槃浴火;<color=#FFB200FF><i>涅槃浴火</i></color><size=20>（每日限时任务）</size>    使用伊米尔获得3次胜利;210301;103;3;2990016;;1;4;2021-08-02;2021-08-03;0;
28507;【活动】涅槃浴火;<color=#FFB200FF><i>涅槃浴火</i></color><size=20>（每日限时任务）</size>    使用道德天尊获得3次胜利;210401;104;3;2990016;;1;4;2021-08-03;2021-08-04;0;
28508;【活动】涅槃浴火;<color=#FFB200FF><i>涅槃浴火</i></color><size=20>（每日限时任务）</size>    使用毗湿奴获得3次胜利;210501;121;3;2990016;;1;4;2021-08-04;2021-08-05;0;
28509;【活动】涅槃浴火;<color=#FFB200FF><i>涅槃浴火</i></color><size=20>（每日限时任务）</size>    使用拉获得3次胜利;210601;122;3;2990016;;1;4;2021-08-05;2021-08-06;0;
28510;【活动】涅槃浴火;<color=#FFB200FF><i>涅槃浴火</i></color><size=20>（每日限时任务）</size>    使用宙斯获得3次胜利;210602;123;3;2990016;;1;4;2021-08-06;2021-08-07;0;
28511;【活动】一轮明月;一轮明月    累计完成3个<color=#FFB200FF><i>每日限时任务</i></color>;200601;666;3;2990080;;1;4;2021-09-17;2021-09-22;0;
28512;【活动】一轮明月;<color=#FFB200FF><i>一轮明月</i></color><size=20>（每日限时任务）</size>    攻击击杀4个附属神;207401;3;4;2980011;;1;4;2021-09-17;2021-09-19;0;
28513;【活动】一轮明月;<color=#FFB200FF><i>一轮明月</i></color><size=20>（每日限时任务）</size>    使用主神技能5次;200101;106;5;2990019;;1;4;2021-09-19;2021-09-20;0;
28514;【活动】一轮明月;<color=#FFB200FF><i>一轮明月</i></color><size=20>（每日限时任务）</size>    使用20张神迹卡;200101;1;20;2980013;;1;4;2021-09-20;2021-09-21;0;
28515;【活动】一轮明月;<color=#FFB200FF><i>一轮明月</i></color><size=20>（每日限时任务）</size>     取得2场天梯模式的胜利;207401;7;2;2980012;;1;4;2021-09-21;2021-09-22;0;
28516;【活动】欢庆元旦;欢庆元旦    累计取得20场胜利;200401;5;20;2992010;;1;4;2021-12-28;2022-01-27;0;
28517;【活动】欢庆元旦;欢庆元旦    攻击击杀4个附属神;207401;3;4;2992010;;1;4;2021-12-28;2022-01-02;0;
28518;【活动】欢庆元旦;欢庆元旦    获得10场争乱模式胜利！;206501;65;10;2992010;;1;4;2022-01-10;2022-01-17;0;
28519;【活动】欢庆元旦;欢庆元旦    使用道德天尊获得3次胜利;210401;104;3;2992010;;1;4;2022-01-19;2022-01-21;0;
28520;【活动】欢庆元旦;欢庆元旦    使用毗湿奴获得3次胜利;210501;121;3;2992010;;1;4;2022-01-21;2022-01-23;0;
28521;【活动】欢庆元旦;欢庆元旦    使用20张神迹卡;200101;1;20;2992010;;1;4;2022-01-23;2022-01-25;0;
28522;【活动】欢庆元旦;欢庆元旦    使用10张弹幕卡;200101;2;10;2992010;;1;4;2022-01-25;2022-01-27;0;
28523;【活动】劳动庆典;取得7场天梯模式的胜利  （奖励：头像框-勤劳）;945001;7;7;2980002;;1;4;2022-04-30;2022-05-05;0;
28524;【活动】平静的日常;平静的日常    累计完成10个每日活动任务;200601;666;10;2990019;;1;4;2022-05-14;2022-05-28;0;
28525;【活动】平静的日常;平静的日常    使用20张神迹卡;200101;1;20;2990019;;1;4;2022-05-15;2022-05-16;0;
28526;【活动】平静的日常;平静的日常    使用20张弹幕卡;200101;2;20;2990019;;1;4;2022-05-16;2022-05-17;0;
28527;【活动】平静的日常;平静的日常    攻击击杀4个附属神;207401;3;4;2990019;;1;4;2022-05-17;2022-05-18;0;
28528;【活动】平静的日常;平静的日常    使用主神技能5次;200101;106;5;2990019;;1;4;2022-05-18;2022-05-19;0;
28529;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;2990019;;1;4;2022-05-19;2022-05-20;0;
28530;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;2990019;;1;4;2022-05-20;2022-05-21;0;
28531;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;2990019;;1;4;2022-05-21;2022-05-22;0;
28532;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2022-05-22;2022-05-23;0;
28533;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2022-05-23;2022-05-24;0;
28534;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2022-05-24;2022-05-25;0;
28535;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2022-05-25;2022-05-26;0;
28536;【活动】平静的日常;平静的日常    取得2场天梯模式的胜利;207401;7;2;2980011;;1;4;2022-05-26;2022-05-27;0;
28537;【活动】平静的日常;平静的日常    战斗中驱散16个迷雾区域;210701;107;16;2980011;;1;4;2022-05-27;2022-05-28;0;
